;;;;;;;;;;;;;;;;;Art der Anweisung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kostenteilungsschlüssel (ohne GP Netzreseve);;;;Weiterverrechnungsschlüssel (mit GP Netzreseve);;;;;;;;Leistung (MW);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;variable Erzeugungsauslagen [€/Viertelstunde];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Arbeitsabhängige Sonstige Kosten [€/Viertelstunden];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Anteiliger Werteverbrauch [€/Viertelstunde];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Entgangene Erlöse Intraday [€/Viertelstunde];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TM von ;TM bis;Zeit von;Zeit bis;GM-Ident;GM-Art;Tages-TM-Ident;TM-Art;Ursache;Auslösender Prozess;Anforderer;überlastetes Netzelement;Zuständiger RAS-ÜNB ;Aktivierungsobjekt;AO-Code;AO-Art;Anschlussregelzone des AO;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;Art der Anweisung;Gegenläufigkeit;TM-Richtung;Kostenteilungsmechanismus;Kostenstand;Gesamtkosten [€] ;Anteil WV Amprion;Anteil WV TenneT;Anteil WV TransnetBW;Anteil WV 50Hertz;Anteil WV Amprion;Anteil WV TenneT;Anteil WV TransnetBW;Anteil WV 50Hertz;WV Amprion;WV TenneT;WV TransnetBW;WV 50Hertz;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;Menge [MWh] ;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;Summe variable Erzeugungsauslagen [€];Kosten für An- und Abfahrt [€];Auslagen für die Herstellung der Betriebsbereitschaft oder die Verschiebung einer geplanten Revision;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;Arbeitsabhängige Sonstige Kosten [€];Arbeitsunabhängige Sonstige Kosten [€];1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;Anteiliger Werteverbrauch [€];1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;Entgangene Erlöse Intraday [€];Andere Kosten [€]
04.12.2022;05.12.2022;06:00;00:00;RD-22-03368;Redispatch;20221204_RD-22-03368_13(1)_Sub-045;Sub-TM (Akt. Sub-AO);I;PRD2 (DACF);50Hertz/Amprion/TenneT DE/TransnetBW;AMP-TTG / 380kV / Doerpen West - Y-Niederlangen / Emsland O-W;TenneT DE;OWP BARD Offshore 1 AC103;C1084219488;Windpark (Sub-AO);10YDE-EON------1;;;;;;;;;;;;;;;;;;;;;;;;;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;;;;;E;nein;Senke;Gegenparts mit Auslandsbeteiligung;Indikativ;21167,87;40,58734;54,98115;1,38846;3,04305;40,58734;54,98115;1,38846;3,04305;8591,48;11638,34;293,91;644,15;;;;;;;;;;;;;;;;;;;;;;;;;-33,564;-33,297;-33,014;-33,081;-33,028;-32,88;-32,828;-32,779;0;0;0;0;0;0;0;0;-33,454;-33,74;-33,762;-33,751;-33,738;-33,76;-33,734;-33,695;-33,244;-33,309;-69,365;-73,434;-76,338;-77,092;-79,559;-83,022;-62,216;-86,379;-93,426;-99,253;-101,273;-103,186;-105,358;-107,314;-106,992;-107,748;-108,745;-109,467;-110,522;-110,837;-111,766;-112,019;-107;-106,435;-105,899;-105,342;-87,182;-84,221;-81,405;-78,301;-102,139;-97,577;-97,419;-96,716;-94,398;-93,862;-95,002;-94,862;-88,984;-89,301;-89,599;-94,239;-95,151;-94,112;-93,914;-94,13;;;;;-1240,78975;;;;;;;;;;;;;;;;;;;;;;;;;143,15046;142,011705;140,80471;141,090465;140,86442;140,2332;140,01142;139,802435;0;0;0;0;0;0;0;0;142,68131;143,9011;143,99493;143,948015;143,89257;143,9864;143,87551;143,709175;141,78566;142,062885;295,841725;313,19601;325,58157;328,79738;339,319135;354,08883;265,35124;368,406435;398,46189;423,314045;431,929345;440,08829;449,35187;457,69421;456,32088;459,54522;463,797425;466,876755;471,37633;472,719805;476,68199;477,761035;456,355;453,945275;451,659235;449,28363;371,83123;359,202565;347,192325;333,953765;435,622835;416,165905;415,492035;412,49374;402,60747;400,32143;405,18353;404,58643;379,51676;380,868765;382,139735;401,929335;405,819015;401,38768;400,54321;401,46445;;;;;21167,87;0;0;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;
04.12.2022;05.12.2022;06:00;00:00;RD-22-03368;Redispatch;20221204_RD-22-03368_13(1)_Sub-047;Sub-TM (Akt. Sub-AO);I;PRD2 (DACF);50Hertz/Amprion/TenneT DE/TransnetBW;AMP-TTG / 380kV / Doerpen West - Y-Niederlangen / Emsland O-W;TenneT DE;OWP Deutsche Bucht AC153;C1084219587;Windpark (Sub-AO);10YDE-EON------1;;;;;;;;;;;;;;;;;;;;;;;;;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;;;;;E;nein;Senke;Gegenparts mit Auslandsbeteiligung;Indikativ;0;40,58734;54,98115;1,38846;3,04305;40,58734;54,98115;1,38846;3,04305;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;-22,711;-22,757;-22,886;-22,049;-22,195;-22,163;-22,118;-22,093;0;0;0;0;0;0;0;0;-24,043;-23,639;-23,63;-23,626;-23,712;-23,669;-23,691;-23,72;-23,985;-24,073;-49,558;-48,307;-49,681;-50,239;-52,131;-54,242;-42,35;-58,782;-63,517;-67,731;-68,689;-69,784;-70,687;-71,793;-71,213;-71,135;-71,501;-71,301;-71,699;-71,802;-72,042;-71,961;-68,595;-68,656;-69,041;-69,085;-57,536;-55,46;-53,601;-51,454;-66,774;-64,082;-64,132;-63,711;-59,109;-59,202;-55,369;-54,672;-52,017;-51,707;-51,589;-53,65;-54,587;-57,592;-58,217;-58,219;;;;;-806,2405;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;
04.12.2022;05.12.2022;06:00;00:00;RD-22-03368;Redispatch;20221204_RD-22-03368_13(1)_Sub-048;Sub-TM (Akt. Sub-AO);I;PRD2 (DACF);50Hertz/Amprion/TenneT DE/TransnetBW;AMP-TTG / 380kV / Doerpen West - Y-Niederlangen / Emsland O-W;TenneT DE;OWP Veja Mate AC104;C1084219826;Windpark (Sub-AO);10YDE-EON------1;;;;;;;;;;;;;;;;;;;;;;;;;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;;;;;E;nein;Senke;Gegenparts mit Auslandsbeteiligung;Indikativ;22398,4;40,58734;54,98115;1,38846;3,04305;40,58734;54,98115;1,38846;3,04305;9090,92;12314,9;310,99;681,59;;;;;;;;;;;;;;;;;;;;;;;;;-35,372;-35,548;-35,682;-36,309;-36,676;-36,879;-36,975;-37,209;0;0;0;0;0;0;0;0;-37,322;-37,38;-37,385;-37,433;-37,396;-37,438;-37,478;-37,529;-37,839;-37,745;-78,014;-82,072;-84,94;-86,036;-88,815;-92,706;-66,401;-92,453;-99,596;-106,21;-107,828;-109,546;-111,089;-112,708;-111,59;-111,799;-111,78;-112,184;-112,079;-112,621;-112,724;-112,987;-107,431;-107,798;-107,8;-108,186;-94,469;-89,602;-86,322;-83,183;-104,834;-100,608;-100,794;-100,416;-98,352;-98,788;-100,906;-101,62;-96,497;-96,542;-96,365;-88,396;-101,604;-100,058;-99,769;-99,564;;;;;-1312,91925;;;;;;;;;;;;;;;;;;;;;;;;;150,86158;151,61222;152,18373;154,857885;156,42314;157,288935;157,698375;158,696385;0;0;0;0;0;0;0;0;159,17833;159,4257;159,447025;159,651745;159,49394;159,67307;159,84367;160,061185;161,383335;160,982425;332,72971;350,03708;362,2691;366,94354;378,795975;395,39109;283,200265;394,312045;424,77694;452,98565;459,88642;467,21369;473,794585;480,69962;475,93135;476,822735;476,7417;478,46476;478,016935;480,328565;480,76786;481,889555;458,193215;459,75847;459,767;461,41329;402,910285;382,15253;368,16333;354,775495;447,11701;429,09312;429,88641;428,27424;419,47128;421,33082;430,36409;433,4093;411,559705;411,75163;410,996725;377,00894;433,34106;426,74737;425,514785;424,64046;;;;;22398,4;0;0;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;
04.12.2022;05.12.2022;00:00;00:00;RD-22-03368;Redispatch;20221204_RD-22-03368_13(1)_Sub-051;Sub-TM (Akt. Sub-AO);I;PRD2 (DACF);50Hertz/Amprion/TenneT DE/TransnetBW;AMP-TTG / 380kV / Doerpen West - Y-Niederlangen / Emsland O-W;TenneT DE;OWP Borkum Riffgrund 1 AC130;C1084219511;Windpark (Sub-AO);10YDE-EON------1;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;;;;;E;nein;Senke;Gegenparts mit Auslandsbeteiligung;Indikativ;21669,33;40,58734;54,98115;1,38846;3,04305;40,58734;54,98115;1,38846;3,04305;8795;11914,05;300,87;659,41;-39,75;-43,83;-45,732;-45,485;-52,961;-52,256;-52,033;-51,405;-45,948;-48,953;-51,269;-52,767;-51,981;-52,798;-54,542;-59,789;-43,839;-39,953;-41,897;-45,093;-43,206;-43,288;-39,016;-37,173;-35,612;-34,86;-34,204;-33,75;-31,852;-27,198;-30,016;-40,549;-42,033;-42,316;-42,175;-42,14;-49,134;-49,332;-49,86;-50,392;-55,54;-55,511;-56,307;-57,231;-62,374;-63,457;-65,134;-66,693;-69,751;-70,604;-58,846;-58,802;-58,492;-58,699;-58,704;-59,086;-59,326;-53,119;-53,02;-52,576;-52,473;-52,37;-52,411;-52,277;-59,8;-60,195;-60,714;-61,319;-61,02;-61,674;-62,132;-63,001;-63,523;-63,564;-63,537;-63,57;-71,383;-68,581;-65,389;-62,819;-58,452;-54,306;-54,592;-55,066;-55,969;-55,776;-55,707;-55,482;-57,423;-57,179;-57,552;-57,444;-55,497;-55,166;-54,998;-54,714;;;;;-1270,1835;169,53375;186,93495;195,04698;193,993525;225,878665;222,87184;221,920745;219,242325;195,96822;208,784545;218,662285;225,051255;221,698965;225,18347;232,62163;255,000085;186,973335;170,399545;178,690705;192,321645;184,27359;184,62332;166,40324;158,542845;151,88518;148,6779;145,88006;143,94375;135,84878;115,99947;128,01824;172,941485;179,270745;180,47774;179,876375;179,7271;209,55651;210,40098;212,6529;214,92188;236,8781;236,754415;240,149355;244,090215;266,02511;270,644105;277,79651;284,445645;297,488015;301,12606;250,97819;250,79053;249,46838;250,351235;250,37256;252,00179;253,02539;226,552535;226,1303;224,23664;223,797345;223,35805;223,532915;222,961405;255,047;256,731675;258,94521;261,525535;260,2503;263,03961;264,99298;268,699265;270,925595;271,10046;270,985305;271,12605;304,448495;292,497965;278,884085;267,923035;249,29778;231,61509;232,83488;234,85649;238,707785;237,88464;237,590355;236,63073;244,909095;243,868435;245,45928;244,99866;236,694705;235,28299;234,56647;233,35521;;;;;21669,33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;
04.12.2022;05.12.2022;00:00;00:00;RD-22-03368;Redispatch;20221204_RD-22-03368_Spiegel-TM-004;Spiegel;I;PRD2 (DACF);50Hertz/Amprion/TenneT DE/TransnetBW;AMP-TTG / 380kV / Doerpen West - Y-Niederlangen / Emsland O-W;TenneT DE;Spiegel;Spiegel;Spiegel;10YDE-EON------1;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;;;;;E;nein;Quelle;Gegenparts mit Auslandsbeteiligung;Offen;0;40,58734;54,98115;1,38846;3,04305;0;0;0;0;0;0;0;0;0;1;9;9;9;9;9;9;0;0;9;13;0;0;9;23;54;0;9;51;72;69;9;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;;;;255,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;
04.12.2022;05.12.2022;06:00;00:00;RD-22-03368;Redispatch;20221204_RD-22-03368_13(1)_Sub-043;Sub-TM (Akt. Sub-AO);I;PRD2 (DACF);50Hertz/Amprion/TenneT DE/TransnetBW;AMP-TTG / 380kV / Doerpen West - Y-Niederlangen / Emsland O-W;TenneT DE;OWP Albatros AC151;C1084219438;Windpark (Sub-AO);10YDE-EON------1;;;;;;;;;;;;;;;;;;;;;;;;;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;;;;;E;nein;Senke;Gegenparts mit Auslandsbeteiligung;Indikativ;30077,78;40,58734;54,98115;1,38846;3,04305;40,58734;54,98115;1,38846;3,04305;12207,77;16537,11;417,62;915,28;;;;;;;;;;;;;;;;;;;;;;;;;-20,202;-20,304;-20,363;-20,633;-20,823;-20,791;-20,799;-20,5;0;0;0;0;0;0;0;0;-17,351;-17,453;-17,418;-17,358;-17,286;-17,247;-17,182;-17,11;-16,925;-16,798;-34,694;-36,459;-37,676;-38,055;-39,307;-41,079;-29,476;-41,04;-44,534;-47,462;-48,567;-49,436;-50,484;-51,429;-51,268;-51,52;-51,853;-52,048;-52,361;-52,527;-53,012;-53,176;-50,87;-51,193;-51,515;-51,818;-43,333;-41,803;-40,307;-38,676;-53,841;-51,385;-51,243;-54,201;-52,865;-52,898;-53,871;-54,094;-51,09;-50,968;-50,95;-53,387;-53,711;-53,015;-52,769;-52,738;;;;;-639,13675;;;;;;;;;;;;;;;;;;;;;;;;;237,67653;238,87656;239,570695;242,747245;244,982595;244,606115;244,700235;241,1825;0;0;0;0;0;0;0;0;204,134515;205,334545;204,92277;204,21687;203,36979;202,910955;202,14623;201,29915;199,122625;197,62847;408,17491;428,940135;443,25814;447,717075;462,446855;483,294435;346,78514;482,8356;523,94251;558,39043;571,390755;581,61454;593,94426;605,062185;603,16802;606,1328;610,050545;612,34472;616,027165;617,980155;623,68618;625,61564;598,48555;602,285645;606,073975;609,63877;509,812745;491,812295;474,211855;455,02314;633,439365;604,544525;602,873895;637,674765;621,956725;622,34497;633,792315;636,41591;601,07385;599,63852;599,42675;628,098055;631,909915;623,721475;620,827285;620,46257;;;;;30077,78;0;0;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;
