TM von;TM bis;Zeit von;Zeit bis;GM-Ident;GM-Art;Tages-TM-Ident;TM-Art;Ursache;Auslösender Prozess;Anforderer;überlastetes Netzelement;Zuständiger RAS-ÜNB ;Aktivierungsobjekt;AO-Code;AO-Art;Anschlussregelzone des AO;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;Art der Anweisung;Gegenläufigkeit;TM-Richtung;Kostenteilungsmechanismus;Kostenstand;Gesamtkosten [€];Anteil WV Amprion;Anteil WV TenneT;Anteil WV TransnetBW;Anteil WV 50Hertz;Anteil WV Amprion;Anteil WV TenneT;Anteil WV TransnetBW;Anteil WV 50Hertz;WV Amprion;WV TenneT;WV TransnetBW;WV 50Hertz;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;Menge [MWh];1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;Summe variable Erzeugungsauslagen [€];Kosten für An- und Abfahrt [€];Auslagen für die Herstellung der Betriebsbereitschaft oder die Verschiebung einer geplanten Revision;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;Summe arbeitsabhängige Sonstige Kosten [€];Arbeitsunabhängige Sonstige Kosten [€];1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;Summe anteiliger Werteverbrauch [€];1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;Summe entgangene Erlöse Intraday [€];
18.09.2022;18.09.2022;17:00;18:00;RD-22-02635;Redispatch;20220918_RD-22-02635_BKUmbuch-031;BK-Umbuchung;I;Intraday;TenneT DE/Amprion;AMP-TTG / 380kV / Meppen - Niederlangen - Dörpen West / Emsland O-W//TTG / 380kV / Diele - Rhede - Dörpen West / schwarz;TenneT DE;manuelle Umbuchung (Sonstiges);TTG_AO_72;Bilanzkreis;10YDE-EON------1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E;E;E;E;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E;Nein;Quelle;;Offen;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;250;201;100;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;162,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;
18.09.2022;18.09.2022;09:00;19:00;RD-22-02629;Redispatch;20220918_RD-22-02629_13(1)_Sub-021;Sub-TM (Akt. Sub-AO);I;WAPP;TenneT DE/TransnetBW/50Hertz/Amprion;mehr als 3 Netzelemente;TenneT DE;OWP Albatros AC151;C1084219438;Windpark (Sub-AO);10YDE-EON------1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;;;;;;;;;;;;;;;;;;;;;;;;;E;Nein;Senke;;Offen;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-10,259;-10,263;-10,271;-10,264;-10,278;-10,275;-10,275;-10,272;-10,278;-10,287;-10,288;-10,295;-10,302;-10,294;-10,306;-10,302;-13,297;-13,301;-13,311;-13,32;-24,222;-24,216;-24,21;-24,204;-24,202;-24,224;-24,245;-24,267;-10,34;-10,344;-10,337;-10,337;-10,341;-10,329;-10,337;-10,329;-10,331;-10,294;-10,265;-10,278;;;;;;;;;;;;;;;;;;;;;;;;;-133,8475;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;
18.09.2022;18.09.2022;09:00;19:00;RD-22-02629;Redispatch;20220918_RD-22-02629_13(1)_Sub-022;Sub-TM (Akt. Sub-AO);I;WAPP;TenneT DE/TransnetBW/50Hertz/Amprion;mehr als 3 Netzelemente;TenneT DE;OWP BARD Offshore 1 AC102;C1084219470;Windpark (Sub-AO);10YDE-EON------1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;;;;;;;;;;;;;;;;;;;;;;;;;E;Nein;Senke;;Offen;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-16,125;-16,133;-16,146;-16,139;-16,165;-16,155;-16,152;-16,144;-16,148;-16,158;-16,15;-16,154;-16,164;-16,153;-16,175;-16,169;-20,87;-20,857;-20,854;-20,851;-37,888;-37,891;-37,894;-37,897;-37,898;-37,887;-37,877;-37,866;-16,121;-16,122;-16,107;-16,103;-16,104;-16,092;-16,114;-16,107;-16,107;-16,111;-16,127;-16,136;;;;;;;;;;;;;;;;;;;;;;;;;-209,57775;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;
18.09.2022;18.09.2022;09:00;19:00;RD-22-02629;Redispatch;20220918_RD-22-02629_13(1)_Sub-023;Sub-TM (Akt. Sub-AO);I;WAPP;TenneT DE/TransnetBW/50Hertz/Amprion;mehr als 3 Netzelemente;TenneT DE;OWP BARD Offshore 1 AC103;C1084219488;Windpark (Sub-AO);10YDE-EON------1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;;;;;;;;;;;;;;;;;;;;;;;;;E;Nein;Senke;;Offen;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-16,125;-16,133;-16,146;-16,139;-16,165;-16,155;-16,152;-16,144;-16,148;-16,158;-16,15;-16,154;-16,164;-16,153;-16,175;-16,169;-20,87;-20,857;-20,854;-20,851;-37,89;-37,893;-37,896;-37,899;-37,9;-37,889;-37,878;-37,867;-16,121;-16,122;-16,107;-16,103;-16,104;-16,092;-16,114;-16,107;-16,107;-16,111;-16,127;-16,136;;;;;;;;;;;;;;;;;;;;;;;;;-209,58125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;
18.09.2022;18.09.2022;09:00;19:00;RD-22-02629;Redispatch;20220918_RD-22-02629_13(1)_Sub-024;Sub-TM (Akt. Sub-AO);I;WAPP;TenneT DE/TransnetBW/50Hertz/Amprion;mehr als 3 Netzelemente;TenneT DE;OWP Deutsche Bucht AC152;C1084219579;Windpark (Sub-AO);10YDE-EON------1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;;;;;;;;;;;;;;;;;;;;;;;;;E;Nein;Senke;;Offen;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-10,928;-10,915;-10,905;-10,926;-10,903;-10,898;-10,908;-10,916;-10,909;-10,901;-10,913;-10,901;-10,892;-10,915;-10,894;-10,887;0;0;0;0;0;0;0;0;0;0;0;0;-10,908;-10,903;-10,92;-10,912;-10,908;-10,931;-10,911;-10,905;-10,915;-10,924;-10,92;-10,911;;;;;;;;;;;;;;;;;;;;;;;;;-76,36975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;
18.09.2022;18.09.2022;09:00;19:00;RD-22-02629;Redispatch;20220918_RD-22-02629_13(1)_Sub-025;Sub-TM (Akt. Sub-AO);I;WAPP;TenneT DE/TransnetBW/50Hertz/Amprion;mehr als 3 Netzelemente;TenneT DE;OWP Deutsche Bucht AC153;C1084219587;Windpark (Sub-AO);10YDE-EON------1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;;;;;;;;;;;;;;;;;;;;;;;;;E;Nein;Senke;;Offen;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-11,657;-11,643;-11,632;-11,654;-11,63;-11,624;-11,636;-11,643;-11,637;-11,627;-11,641;-11,627;-11,619;-11,642;-11,62;-11,613;0;0;0;0;0;0;0;0;0;0;0;0;-11,635;-11,63;-11,648;-11,64;-11,635;-11,66;-11,639;-11,632;-11,642;-11,652;-11,648;-11,638;;;;;;;;;;;;;;;;;;;;;;;;;-81,461;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;
18.09.2022;18.09.2022;09:00;19:00;RD-22-02629;Redispatch;20220918_RD-22-02629_13(1)_Sub-026;Sub-TM (Akt. Sub-AO);I;WAPP;TenneT DE/TransnetBW/50Hertz/Amprion;mehr als 3 Netzelemente;TenneT DE;OWP Veja Mate AC104;C1084219826;Windpark (Sub-AO);10YDE-EON------1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;;;;;;;;;;;;;;;;;;;;;;;;;E;Nein;Senke;;Offen;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-17,142;-17,155;-17,14;-17,138;-17,102;-17,145;-17,128;-17,139;-17,129;-17,116;-17,119;-17,133;-17,12;-17,121;-17,088;-17,129;-22,081;-22,102;-22,09;-22,077;0;0;0;0;0;0;0;0;-17,127;-17,12;-17,13;-17,151;-17,144;-17,146;-17,115;-17,158;-17,138;-17,152;-17,146;-17,132;;;;;;;;;;;;;;;;;;;;;;;;;-142,01325;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;
18.09.2022;18.09.2022;09:00;19:00;RD-22-02629;Redispatch;20220918_RD-22-02629_13(1)_Sub-027;Sub-TM (Akt. Sub-AO);I;WAPP;TenneT DE/TransnetBW/50Hertz/Amprion;mehr als 3 Netzelemente;TenneT DE;OWP Veja Mate AC105;C1084219834;Windpark (Sub-AO);10YDE-EON------1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;;;;;;;;;;;;;;;;;;;;;;;;;E;Nein;Senke;;Offen;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-17,764;-17,758;-17,76;-17,74;-17,757;-17,748;-17,749;-17,742;-17,751;-17,753;-17,739;-17,736;-17,739;-17,722;-17,742;-17,731;-22,882;-22,883;-22,891;-22,901;0;0;0;0;0;0;0;0;-17,748;-17,759;-17,751;-17,754;-17,764;-17,75;-17,77;-17,762;-17,76;-17,756;-17,767;-17,769;;;;;;;;;;;;;;;;;;;;;;;;;-147,1495;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;
18.09.2022;18.09.2022;00:00;11:00;RD-22-02634;Redispatch;20220918_RD-22-02634_13(1)MKW-010;Markt-KW 13(1);I;PRD2 (DACF);TenneT DE/TransnetBW/50Hertz/Amprion;AMP-TTG/380/Doerpen W-Niederlangen-Meppen/Emsland O-ws//Y-Meppen;TransnetBW;Heizkraftwerk Heilbronn Block 7;11WD4HLBR1C7---4;KW-Block;10YDE-ENBW-----N;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E;Nein;Quelle;;Schätzung;2051431,26;55,11936;39,58636;1,57588;3,7184;55,11936;39,58636;1,57588;3,7184;1130735,78;812086,97;32328,1;76280,42;210;210;210;210;210;210;210;210;210;210;210;210;210;210;260;310;360;360;360;360;410;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;380;300;300;300;210;210;210;210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3557,5;30271,5;30271,5;30271,5;30271,5;30271,5;30271,5;30271,5;30271,5;30271,5;30271,5;30271,5;30271,5;30271,5;30271,5;37479;44686,5;51894;51894;51894;51894;59101,5;64867,5;64867,5;64867,5;64867,5;64867,5;64867,5;64867,5;64867,5;64867,5;64867,5;64867,5;64867,5;64867,5;64867,5;64867,5;54777;43245;43245;43245;30271,5;30271,5;30271,5;30271,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2051254,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;1,343785;1,343785;1,343785;1,343785;1,343785;1,343785;1,343785;1,343785;1,343785;1,343785;1,343785;1,343785;1,343785;1,343785;1,343785;1,343785;1,343785;1,343785;1,343785;1,343785;1,343785;1,343785;1,343785;1,343785;1,343785;1,343785;1,343785;1,343785;1,2094065;1,0994604545;1,00783875;0,9303126923;0;0,9303126923;0,9303126923;0,9303126923;0,7855973846;0,639897619;0,6718925;0,7329736364;0,5643897;0,6270996667;0,705487125;0,806271;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50,1975451054;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;126,5670948462;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;126,5670948462;
18.09.2022;18.09.2022;17:00;18:00;RD-22-02635;Redispatch;20220918_RD-22-02635_NRInland-034;Netzreserve Inland;I;Intraday;TenneT DE/Amprion;AMP-TTG / 380kV / Meppen - Niederlangen - Dörpen West / Emsland O-W//TTG / 380kV / Diele - Rhede - Dörpen West / schwarz;Amprion;Netzreservekraftwerk Bexbach/A;11WD7MITB1C---A1;Reserve-KW;10YDE-RWENET---I;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E;E;E;E;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E;Nein;Quelle;;Offen;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;250;250;250;250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;
18.09.2022;18.09.2022;07:00;17:30;RD-22-02635;Redispatch;20220918_RD-22-02635_13(1)MKW-005;Markt-KW 13(1);I;Intraday;TenneT DE/Amprion;AMP-TTG / 380kV / Meppen - Niederlangen - Dörpen West / Emsland O-W//TTG / 380kV / Diele - Rhede - Dörpen West / schwarz;TransnetBW;Vorarlberger Ilwerke;11WD4VIW-2H-BRSO;KW-Pool;10YDE-ENBW-----N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E;Nein;Quelle;;Schätzung;785964,96;50;50;0;0;50;50;0;0;392982,48;392982,48;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;365;313;255;202;198;204;208;213;12;33;63;114;0;0;11;62;108;164;208;212;214;214;212;212;0;0;0;0;0;0;0;0;0;0;0;0;0;0;400;400;200;249;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1261,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56852,4;48752,88;39718,8;31463,52;30840,48;31775,04;32398,08;33176,88;1869,12;5140,08;9812,88;17756,64;;;1713,36;9657,12;16822,08;25544,64;32398,08;33021,12;33332,64;33332,64;33021,12;33021,12;;;;;;;;;;;;;;;62304;62304;31152;38784,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;785964,96;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;
